TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Core,Drip Grade,Face Decoration,Hat,Glasses,Necklace,Earring
7140,Milady 7140,sunrise,clay,teary,blue,matagonia pullover,bowl purple,,prep-hypebeast,s-drip,,bean hat,yy glasses,,
7141,Milady 7141,mountain,clay,teary,brown,kogal cardigan,og blonde,,prep-hypebeast,c-drip,face piercings,dubai hat,,,
7142,Milady 7142,sunset,pale,smug,brown,bowling shirt oriental,bowl black,,hypebeast-gyaru,a-drip,,brown cowboy hat,round glasses,silver coin necklace,loop chain earring
7143,Milady 7143,roadside,black,classic,brown,tie dye shirt,bowl slate,,harajuku-gyaru,b-drip,,trucker anime,,,cherry earring
7144,Milady 7144,sunset,clay,teary,blue,cactus shirt,braid purple,,gyaru,b-drip,,backwards trucker pink,,,
7145,Milady 7145,roadside,pale,teary,green,cardigan tee,braid green,,harajuku-gyaru,b-drip,temple cross tattoo,backwards trucker pink,,pearl necklace,
7146,Milady 7146,casino,tan,classic,blue,blue pink shirt,og frosted blonde,,lolita-prep,b-drip,,orange beret,,,
7147,Milady 7147,bjork,clay,sparkle,brown,red puffer,og frosted purple,spider neck tattoo,hypebeast-gyaru,b-drip,,cross cap pink,,,
7148,Milady 7148,mountain,black,closed,gold,fur coat,bowl black,,lolita-gyaru,a-drip,,denim fish cap,round glasses,,
7149,Milady 7149,bushland,pink,teary,green,chore coat,braid brown,,hypebeast-gyaru,c-drip,,trucker hat 911,,,
7150,Milady 7150,sunset,clay,sparkle,lilac,bear sweater,bowl brown,,prep-gyaru,b-drip,,workin cap,sunglasses,,bar piercings
7151,Milady 7151,casino,pale,classic,blue,kogal cardigan,short green,,prep,normal,,,,,safety pin piercing
7152,Milady 7152,sunrise,pale,dilated,aqua,western jacket,og frosted blonde,anime chest tattoo,hypebeast-gyaru,b-drip,,aloha visor,,,
7153,Milady 7153,tennis,alien,sparkle,green,hikki condition shirt,braids harajuku dye,,gyaru,ss-drip,,,,,
7154,Milady 7154,bushland,pale,sparkle,blue,sheep pullover,og frosted blonde,,prep,normal,,,,,
7155,Milady 7155,sunrise,pink,teary,green,sailor lolita,bowl black,,lolita-gyaru,c-drip,,trucker pink camo,,,dual rings silver
7156,Milady 7156,clouds,black,dilated,brown,super lover shirt,tuft purple,,gyaru,ss-drip,,trucker im so,round glasses,,diamond stud
7157,Milady 7157,tennis,pink,classic,green,mape hoodie,og blue,,hypebeast-gyaru,b-drip,crescent tattoo,backwards trucker pink,,,
7158,Milady 7158,sonora,pink,sparkle,blue,leopard vest,tuft blue,,harajuku-gyaru,b-drip,,rhinestone skull cap,,,
7159,Milady 7159,bushland,pale,crying,brown,green blazer,bowl black,,prep-gyaru,normal,nose ring gold,trucker im so,,,
7160,Milady 7160,mountain,pale,sleepy,green,blue ribbon tank,bowl black,anime chest tattoo,lolita-gyaru,b-drip,,pink bonnet,,girl necklace,chrome cross
7161,Milady 7161,sunset,pink,teary,blue,sweater and tie,short orange,,prep,c-drip,,,,,
7162,Milady 7162,sunset,clay,crying,green,kogal cardigan,og black,,prep,normal,,,,,
7163,Milady 7163,tennis,pink,sparkle,blue,sweater and tie,tuft green,,prep,b-drip,,varsity cap,round glasses,,
7164,Milady 7164,casino,black,sleepy,lilac,ribbon lolita,tuft purple,,lolita,a-drip,,,,,chrome cross
7165,Milady 7165,roadside,clay,teary,green,knit sweater,bowl slate,,prep-gyaru,c-drip,,denim usa cap,round glasses,cherry necklace,strawberry earring
7166,Milady 7166,bjork,pink,teary,blue,bear sweater,bowl black,,prep,normal,crescent tattoo,,,,
7167,Milady 7167,bushland,clay,teary,green,sailor lolita,og blue,lean neck tattoo,lolita,c-drip,,,,,
7168,Milady 7168,bjork,pale,sparkle,brown,pink coat,braid brown,,lolita,b-drip,,blue pink bow,round glasses,,
7169,Milady 7169,mountain,clay,closed,brown,black blazer,tuft dark,,prep-hypebeast,normal,,miteryx beanie,,,
7170,Milady 7170,mountain,pink,heart eyes,blue,matagonia pullover,braid black,,prep-hypebeast,a-drip,,earflap cap,,pearl necklace,
7171,Milady 7171,bushland,pale,dilated,lilac,im cute im punk shirt,tuft purple,,prep-gyaru,a-drip,,orange beret,cobain glasses,,
7172,Milady 7172,clouds,clay,classic,brown,active dissident shirt,bowl harajuku dye,castle neck tattoo,gyaru,s-drip,,denim usa cap,,,chain earrings
7173,Milady 7173,harajuku,pale,classic,green,western jacket,og frosted purple,,hypebeast,c-drip,nose ring silver,,,,
7174,Milady 7174,yashima,pink,classic,green,blue pink shirt,tuft brown,,lolita,normal,,,,,
7175,Milady 7175,sunset,pale,teary,blue,cardigan tee,braid blue,,harajuku-gyaru,b-drip,,backwards trucker pink,mottega sunglasses blue,,
7176,Milady 7176,bushland,pink,sleepy,brown,zip polo,short green,,hypebeast-harajuku,ss-drip,temple cross tattoo,alien hat,,smiley bead necklace,
7177,Milady 7177,sunset,pale,crying,lilac,hikki condition shirt,braid green,,gyaru,s-drip,snakebites,trucker anime,mottega sunglasses yellow,,
7178,Milady 7178,mountain,pale,sleepy,green,cactus shirt,braid brown,,gyaru,c-drip,,cross cap white,,,
7179,Milady 7179,yashima,pale,classic,green,goth poncho,braid black,,lolita-gyaru,ss-drip,tyson tribal tattoo,aloha visor,,,flower earring
7180,Milady 7180,sunset,clay,teary,green,cardigan tee,braid black,,harajuku,normal,,,,girl necklace,
7181,Milady 7181,sunrise,alien,sparkle,green,mouse tank,tuft green,,gyaru,a-drip,,,,mestwood pearl necklace,safety pin piercing
7182,Milady 7182,sunset,pale,teary,aqua,active dissident shirt,og frosted blonde,,gyaru,s-drip,,shy saints cap,round glasses,,bar piercings
7183,Milady 7183,roadside,pale,sleepy,green,super lover shirt,braid blue,,lolita-gyaru,c-drip,,blue pink bow,,,chrome cross
7184,Milady 7184,sunrise,pink,teary,aqua,heihei shirt,braid green,,harajuku,s-drip,face piercings,,,mestwood pearl necklace,flower earring
7185,Milady 7185,sunrise,pale,teary,blue,skull sweater,og frosted blonde,,hypebeast-gyaru,c-drip,,cross cap white,,,
7186,Milady 7186,mountain,clay,teary,blue,bosozuku jacket,tuft blue,,harajuku,a-drip,,,mottega sunglasses blue,milady beads,
7187,Milady 7187,sunrise,pink,dilated,grey,silk shirt,braid brown,,prep-hypebeast,a-drip,nose ring silver,beret,round glasses,,
7188,Milady 7188,sunset,pale,sleepy,lilac,ulzzang coat,tuft green,,prep,normal,star heart tattoo,,,,loop chain earring
7189,Milady 7189,nagano,pink,dilated,green,kogal cardigan,bowl blue,,prep-gyaru,c-drip,,denim usa cap,,,strawberry earring
7190,Milady 7190,harajuku,pink,dilated,brown,leopard vest,braid black,,harajuku-gyaru,a-drip,,shy saints cap,round glasses,,chrome cross
7191,Milady 7191,casino,clay,dilated,blue,blue sweatervest,bowl blue,,prep,normal,,,,,
7192,Milady 7192,clouds,pale,sparkle,green,sailor lolita,short pink,,lolita-gyaru,s-drip,nose ring silver,cross cap pink,mottega sunglasses blue,,
7193,Milady 7193,sunrise,tan,dilated,green,bowling shirt oriental,og orange,,hypebeast,c-drip,star heart tattoo,,,,
7194,Milady 7194,nagano,pink,dilated,brown,peter pan collar shirt,bowl blue,,lolita-gyaru,normal,,trucker im so,,,
7195,Milady 7195,sunset,pale,sparkle,green,maf creeper,braid green,,hypebeast-gyaru,c-drip,,trucker im so,round glasses,,
7196,Milady 7196,clouds,black,classic,brown,maf rothko,tuft dark,castle neck tattoo,hypebeast,b-drip,,,,,
7197,Milady 7197,xp,pale,teary,blue,jesus tank,,,harajuku-gyaru,c-drip,,strawberry hat,,,safety pin piercing
7198,Milady 7198,train,pink,sleepy,blue,maf rothko,og blue,,hypebeast,a-drip,black hearts tattoo,,,,safety pin piercing
7199,Milady 7199,bushland,alien,dilated,brown,fuzzy coat,og black,,prep,ss-drip,,,cobain glasses,,burger earring
7200,Milady 7200,mountain,pale,sparkle,brown,cactus shirt,og orange,,gyaru,normal,,,prescription glasses,,
7201,Milady 7201,mountain,clay,classic,green,green blazer,tuft brown,,prep,normal,,,,,
7202,Milady 7202,bushland,clay,crying,green,black blazer,og frosted blonde,,prep-gyaru,normal,,trucker anime,,,
7203,Milady 7203,sunrise,pale,sparkle,green,goth poncho,bowl blue,castle neck tattoo,lolita-gyaru,b-drip,,flower clip,,,
7204,Milady 7204,sonora,clay,dilated,blue,black blazer,bowl blue,,prep,b-drip,,orange beret,prescription glasses,,
7205,Milady 7205,clouds,clay,sparkle,blue,fur coat,short pink,,lolita,b-drip,,,,,diamond stud
7206,Milady 7206,streets,pink,closed,blue,blue pink shirt,tuft blue,,lolita-gyaru,normal,,backwards trucker pink,,,
7207,Milady 7207,mountain,clay,classic,lilac,bear sweater,bowl purple,,prep-harajuku,c-drip,,heihei hat,,,
7208,Milady 7208,nagano,pale,sleepy,lilac,special people shirt,og frosted blonde,,gyaru,normal,,,,,
7209,Milady 7209,sonora,pale,sparkle,green,maf rothko,og black,,hypebeast-gyaru,c-drip,,workin cap,,,
7210,Milady 7210,nagano,tan,classic,green,mouse tank,og frosted purple,,prep-gyaru,b-drip,,earflap cap,,,
7211,Milady 7211,mountain,pink,dilated,green,cardigan tee,bowl purple,,hypebeast-harajuku,a-drip,nose ring silver,dubai hat,,,
7212,Milady 7212,clouds,pink,crying,brown,skull sweater,bowl brown,,hypebeast,normal,,,,,dual rings silver
7213,Milady 7213,tennis,tan,sparkle,green,ulzzang coat,tuft dark,,prep-gyaru,b-drip,,trucker anime,round glasses,,
7214,Milady 7214,mountain,pink,teary,green,meline teddy,bowl purple,,hypebeast-gyaru,a-drip,,shy saints cap,,,
7215,Milady 7215,sunset,pale,teary,blue,football shirt,short pink,,lolita-hypebeast,s-drip,milady pilled tattoo,maid hat,,,dual rings silver
7216,Milady 7216,sunset,pale,classic,blue,western jacket,,,hypebeast-harajuku,b-drip,,strawberry hat,,,burger earring
7217,Milady 7217,bushland,clay,sparkle,brown,jesus tank,bowl green,lean neck tattoo,lolita-gyaru,normal,,sailor hat,,,
7218,Milady 7218,mountain,tan,sleepy,green,knit sweater,short green,,prep-gyaru,b-drip,,trucker oasis,prescription glasses,girl necklace,
7219,Milady 7219,bushland,pale,classic,brown,special people shirt,short blonde,,gyaru,normal,,,,,
7220,Milady 7220,train,tan,classic,green,blue sweatervest,braid green,castle neck tattoo,prep-gyaru,ss-drip,black hearts tattoo,trucker oasis,,cherry necklace,heart pearls earring
7221,Milady 7221,bushland,clay,classic,brown,black blazer,tuft brown,,lolita-prep,normal,,fuzz earmuffs,,,
7222,Milady 7222,nagano,clay,classic,green,matagonia pullover,og frosted blonde,,hypebeast,ss-drip,,trucker gothic milady,mottega sunglasses blue,mestwood pearl necklace,
7223,Milady 7223,bushland,black,dilated,green,sailor lolita,og blue,,lolita,c-drip,,,,,
7224,Milady 7224,tennis,pink,dilated,green,mouse tank,bowl black,,hypebeast-gyaru,s-drip,teardrops tattoo,miteryx beanie,,evil eye necklace,heart pearls earring
7225,Milady 7225,tennis,clay,classic,brown,pink knit polo,og blue,,lolita-prep,a-drip,milady pilled tattoo,fuzz earmuffs,mottega sunglasses yellow,,
7226,Milady 7226,xp,pink,sparkle,brown,cactus shirt,braid blue,,gyaru,c-drip,,,,,
7227,Milady 7227,casino,pale,teary,brown,blue sweatervest,braid black,anime chest tattoo,prep-harajuku,b-drip,,heihei hat,,,
7228,Milady 7228,bushland,pink,classic,brown,jesus tank,short blue,,gyaru,normal,,,round glasses,lean neck tattoo,
7229,Milady 7229,yashima,pink,sparkle,green,im cute im punk shirt,braid purple,,gyaru,s-drip,,cross cap white,mottega sunglasses yellow,,safety pin piercing
7230,Milady 7230,sunset,clay,sparkle,blue,black blazer,braid green,lean neck tattoo,prep-gyaru,a-drip,,brown cowboy hat,,,flower earring
7231,Milady 7231,clouds,pink,sparkle,lilac,active dissident shirt,tuft blue,,gyaru,normal,,,,,
7232,Milady 7232,sunrise,pale,sparkle,blue,maf creeper,bowl purple,,hypebeast-gyaru,b-drip,,trucker oasis,round glasses,,dual rings gold
7233,Milady 7233,clouds,pale,dilated,blue,skull sweater,short blonde,,hypebeast,normal,,,,,dual rings gold
7234,Milady 7234,sunset,pale,closed,blue,blue pink shirt,bowl green,,lolita,normal,,sailor hat,,,
7235,Milady 7235,bushland,pink,sleepy,blue,bowling shirt,short pink,,hypebeast,a-drip,teardrops tattoo,,,smiley bead necklace,
7236,Milady 7236,bushland,pink,classic,brown,ribbon lolita,tuft green,,lolita-gyaru,normal,,trucker construction,,,cross earring
7237,Milady 7237,sunset,pale,sleepy,brown,jesus tank,short blonde,,gyaru,normal,,,,,
7238,Milady 7238,bushland,pink,classic,blue,cactus shirt,bowl slate,lean neck tattoo,gyaru,normal,,,,,
7239,Milady 7239,nagano,pale,classic,blue,blue ribbon tank,og green,,gyaru,normal,,,round glasses,,
7240,Milady 7240,sunset,pale,sleepy,blue,peter pan collar shirt,bowl black,,lolita,normal,,,,,dual rings silver
7241,Milady 7241,sunset,pink,sleepy,green,fur coat,og frosted purple,,lolita-gyaru,c-drip,,trucker anime,,,
7242,Milady 7242,sonora,pale,spiral,blue,mwo shirt,og blue,,lolita-gyaru,a-drip,crescent tattoo,pink bow,,,
7243,Milady 7243,xp,pink,sleepy,green,goth harajuku,tuft purple,,harajuku-gyaru,a-drip,,trucker im so,mottega sunglasses blue,,
7244,Milady 7244,bushland,tan,sparkle,lilac,ribbon lolita,tuft dark,,lolita,s-drip,,goth headband,larry glasses,,cross earring
7245,Milady 7245,sonora,pale,sparkle,brown,bear sweater,og orange,,prep,normal,black hearts tattoo,,,,bar piercings
7246,Milady 7246,sunset,pale,teary,green,super lover shirt,bowl brown,,gyaru,normal,,,,,cross earring
7247,Milady 7247,casino,pale,dilated,aqua,jesus tank,bowl brown,,hypebeast-gyaru,normal,,meedles headband,,fliphone lanyard,
7248,Milady 7248,roadside,pale,dilated,green,super lover shirt,bowl black,,lolita-gyaru,normal,,maid hat,,,bar piercings
7249,Milady 7249,bushland,pink,sparkle,green,leopard vest,braid green,,hypebeast-harajuku,s-drip,nose ring silver,trucker gothic milady,harajuku glasses,,
7250,Milady 7250,sunset,clay,classic,blue,gold spray puffer,short blonde,,hypebeast-gyaru,c-drip,,denim usa cap,,,
7251,Milady 7251,tennis,pale,classic,blue,blue pink shirt,braid black,,lolita,a-drip,,pink bow,prescription glasses,,cherry earring
7252,Milady 7252,sunrise,clay,crying,leaf,sweater and tie,bowl purple,,lolita-prep,c-drip,,blue pink bow,,,
7253,Milady 7253,bushland,pink,classic,brown,maf rothko,bowl harajuku dye,,hypebeast-harajuku,ss-drip,gucci cone tattoo,kossphones,,,
7254,Milady 7254,clouds,black,sparkle,blue,bowling shirt oriental,og blue,,lolita-hypebeast,ss-drip,teardrops tattoo,pink bonnet,sunglasses,girl necklace,double safety pins
7255,Milady 7255,nagano,pink,dilated,lilac,fleece paisley jacket,bowl blue,,hypebeast,a-drip,,,prescription glasses,lean neck tattoo,
7256,Milady 7256,sunset,pink,dilated,brown,green blazer,og green,,prep-gyaru,normal,,flower clip,,,
7257,Milady 7257,casino,pink,sparkle,brown,mouse tank,short pink,castle neck tattoo,gyaru,s-drip,,cross cap pink,,girl necklace,
7258,Milady 7258,mountain,pink,dilated,brown,leopard polo,bowl green,castle neck tattoo,lolita-gyaru,c-drip,,fuzz earmuffs,,,
7259,Milady 7259,bushland,pale,teary,blue,silk shirt,braid brown,,prep-hypebeast,b-drip,,tennis visor,,,
7260,Milady 7260,xp,pale,teary,green,super lover shirt,og black,,gyaru,normal,,,,,
7261,Milady 7261,nagano,pink,smug,gold,pink knit polo,braid black,,prep,b-drip,,,,,bar piercings
7262,Milady 7262,clouds,pink,smug,lilac,remilia tank,braid black,,gyaru,c-drip,,,,,
7263,Milady 7263,mountain,alien,heart eyes,brown,special people shirt,bowl purple,,gyaru,b-drip,,,,,
7264,Milady 7264,bushland,pink,sparkle,brown,leopard vest,og frosted blonde,,hypebeast-harajuku,s-drip,milady pilled tattoo,treeprint bucket,,,safety pin piercing
7265,Milady 7265,clouds,tan,sleepy,green,matagonia pullover,tuft dark,,hypebeast-gyaru,ss-drip,milady pilled tattoo,rhinestone skull cap,,milady beads,safety pin piercing
7266,Milady 7266,sunrise,tan,dilated,blue,cardigan tee,og blonde,castle neck tattoo,prep-harajuku,a-drip,,beret,,fliphone lanyard,loop chain earring
7267,Milady 7267,bushland,black,sleepy,green,sailor lolita,og green,,lolita-gyaru,b-drip,nose ring silver,backwards trucker pink,,,
7268,Milady 7268,mountain,clay,classic,leaf,kogal cardigan,og blue,,prep-gyaru,normal,,denim usa cap,round glasses,,
7269,Milady 7269,roadside,pale,crying,grey,special people shirt,braid brown,,gyaru,normal,nose ring gold,,,,double safety pins
7270,Milady 7270,sunset,pale,dilated,lilac,sweater and tie,bowl black,,prep,normal,,,,,flower earring
7271,Milady 7271,nagano,clay,sparkle,brown,special people shirt,og blonde,,gyaru,normal,,denim fish cap,,,
7272,Milady 7272,sunrise,clay,classic,blue,green blazer,og blue,,prep-gyaru,c-drip,temple cross tattoo,aloha visor,,,cross earring
7273,Milady 7273,clouds,clay,sleepy,brown,maf creeper,bowl purple,,hypebeast,a-drip,,meedles headband,,,
7274,Milady 7274,sunset,pink,dilated,lilac,peter pan collar shirt,braid brown,,lolita-hypebeast,c-drip,,meedles headband,,,safety pin piercing
7275,Milady 7275,mountain,pink,crying,brown,ribbon lolita,bowl brown,,lolita-gyaru,normal,,denim usa cap,,,
7276,Milady 7276,bushland,black,sparkle,aqua,jesus tank,og green,,gyaru,ss-drip,nose ring gold,flower clip,,coral cross necklace,flower earring
7277,Milady 7277,bushland,pink,dilated,brown,mouse tank,bowl slate,,lolita-gyaru,normal,,fuzz earmuffs,,coral cross necklace,
7278,Milady 7278,sunrise,clay,smug,green,tie dye shirt,bowl green,,lolita-harajuku,normal,face piercings,pink bonnet,,,chain earrings
7279,Milady 7279,clouds,clay,sleepy,brown,cactus shirt,bowl green,lean neck tattoo,gyaru,b-drip,,,sunglasses,,
7280,Milady 7280,streets,pale,sleepy,gold,black blazer,og orange,,prep-harajuku,normal,,bear ears,,,
7281,Milady 7281,sunrise,pale,classic,blue,maf rothko,braid black,,hypebeast,normal,,,,,
7282,Milady 7282,casino,pale,sparkle,blue,sweater and tie,tuft blue,,prep-gyaru,a-drip,,trucker oasis,yy glasses,,cherry earring
7283,Milady 7283,xp,pale,crying,blue,maf rothko,og blue,,hypebeast-gyaru,a-drip,tyson tribal tattoo,trucker anime,,,
7284,Milady 7284,streets,tan,sleepy,brown,goth poncho,tuft blue,,lolita,a-drip,,,prescription glasses,,
7285,Milady 7285,yashima,pale,crying,green,ribbon lolita,tuft green,,lolita,c-drip,,sailor hat,,,
7286,Milady 7286,sunset,clay,heart eyes,green,matagonia pullover,braid black,,prep-hypebeast,b-drip,,varsity cap,,pearl necklace,
7287,Milady 7287,casino,alien,dilated,brown,blue sweatervest,tuft purple,,prep-harajuku,ss-drip,,heihei hat,,smiley bead necklace,
7288,Milady 7288,xp,clay,closed,green,ribbon lolita,braid brown,spider neck tattoo,lolita-harajuku,a-drip,teardrops tattoo,cake hat,,,
7289,Milady 7289,sunset,pink,sparkle,green,gold spray puffer,tuft purple,,hypebeast,ss-drip,,treeprint bucket,cobain glasses,,
7290,Milady 7290,mountain,pale,dilated,green,maid,short pink,,lolita,b-drip,,,,,heart pearls earring
7291,Milady 7291,sonora,clay,dilated,blue,malenciaga jersey,bowl brown,,lolita-hypebeast,b-drip,,sailor hat,,,dual rings silver
7292,Milady 7292,bushland,clay,dilated,brown,knit sweater,short orange,,prep-hypebeast,a-drip,,dubai hat,prescription glasses,lean neck tattoo,
7293,Milady 7293,harajuku,black,dilated,brown,red puffer,og frosted blonde,,prep-hypebeast,a-drip,,plaid bonnet,,,chrome cross
7294,Milady 7294,mountain,clay,sparkle,green,mwo shirt,short blue,,gyaru,normal,,,round glasses,,
7295,Milady 7295,sunrise,pale,classic,blue,pink knit polo,tuft green,,prep,c-drip,nose ring gold,,,,burger earring
7296,Milady 7296,sunrise,tan,teary,blue,gold spray puffer,tuft purple,,hypebeast,ss-drip,,dubai hat,,,safety pin piercing
7297,Milady 7297,roadside,pale,dilated,green,cactus shirt,tuft green,,lolita-gyaru,normal,,fuzz earmuffs,round glasses,,
7298,Milady 7298,bushland,clay,dilated,blue,green blazer,braid blue,,lolita-prep,c-drip,,blue pink bow,mottega sunglasses yellow,,
7299,Milady 7299,sunset,clay,classic,brown,leopard polo,short pink,,harajuku-gyaru,s-drip,,bear ears,mottega sunglasses blue,milady beads,
